917625943681916928,b'@okothkenneth I am happy @okothkenneth is taking mental health seriously. Suicide intervention is possible once sui\xe2\x80\xa6 https://t.co/cPUXPAkY7r'
917598701039837185,"b'TW: suicide ideation, food-related neuroses, body horror, minor gore, and discrimination/oppression in all its forms'"
917598355857051648,b'RT @HealingCPTSD: Suicidal thoughts &amp; suicide ideation are a symptom of #ComplexPTSD &amp; severe #PTSD \n\n@HealingCPTSD \n#ComplexTrauma #CPTSD\xe2\x80\xa6'
917581727278751744,b'This study examines the relationship between racial and gender discrimination and suicidal ideation https://t.co/89R9v9pjiO'
917559506674036736,"b'RT @cspyyc: Good health practices, such as healthy eating and daily exercise help protect seniors from suicide ideation https://t.co/NPKEwH\xe2\x80\xa6'"
917551543167143937,b'This study examines the relationship between racial and gender discrimination and suicidal ideation https://t.co/vmR3AYOB0E'
917525917274132480,b'\xe2\x80\x9cWe have learned through research that people who have made suicide attempts think differently when in a suicidal... https://t.co/YQEqfqvwVr'
917480719965880322,"b'RT @NAMICommunicate: Suicide is never the result of one cause, rather a combination of risk factors coming together. #SuicidePrevention htt\xe2\x80\xa6'"
917480687036399616,b'RT @photonveil: no one is Up but i posted that thing from a while back. suicide ideation cw https://t.co/hETMme0aNj'
917458141377331200,b'Kevin did take it far too seriously which resulted in a major depressive episode and had a period of suicide of ideation.'
917341003379630080,b'RT @SallyB12Movie: @Spectrum .@spectrum On Autopsy: #B12 deficiency in Brains of Patients with Autism and Schizophrenia. Why? \nNB: B12 Defi\xe2\x80\xa6'
917335107186429952,b'@MelanieMosaics @AntiDepAware Antidepressants kill: increase suicide ideation - akathisia - utterly horrific &amp; leav\xe2\x80\xa6 https://t.co/0SW9P4v9BY'
917328338422845440,b'@surrealbutok I wish reporters would follow guidelines. Even just stating method can increase suicidal ideation and\xe2\x80\xa6 https://t.co/O8qTPTmcGT'
917319513405902848,b'no one is Up but i posted that thing from a while back. suicide ideation cw https://t.co/hETMme0aNj'
917248072408637440,b'@skidmore_jon @joeymacjoeface @AlanJones Access to a gun is big suicide risk. Ideation is often short-lived.'
917200742712315904,"b""Let's talk about suicide and suicide ideation"""
917196537192628224,"b'""suicidal ideation = have you ever thought of considering death or committing suicide? these are just thoughts for now.""'"
917179197155676160,"b""i don't want to be confined in a hospital against my will for three fucking days just bc i said i have suicide ideation or bc i got too mad"""
917149210482561040,"b""RT @cmcgovern: I see lots of advice online about suicide ideation and about telling them to get help. That's not wrong, but I also know tha\xe2\x80\xa6"""
917149095445385216,"b""RT @cmcgovern: I see lots of advice online about suicide ideation and about telling them to get help. That's not wrong, but I also know tha\xe2\x80\xa6"""
917145467754045441,"b""@hoping4nash I'm so sorry!! There is no suicide or suicidal ideation in the book."""
917126620275671040,"b""I see lots of advice online about suicide ideation and about telling them to get help. That's not wrong, but I also\xe2\x80\xa6 https://t.co/m5CzN80HCu"""
917099737223921664,b'RT @riotheatherrr: Thread.\n\nTW: suicide/suicidal ideation https://t.co/BOkjlShNCX'
917099459414179840,b'Thread.\n\nTW: suicide/suicidal ideation https://t.co/BOkjlShNCX'
917099088860106752,b'RT @karolinecelly: Using suicide as a hold over others is abusive. Not only are you invalidating the experience of those of us who live wit\xe2\x80\xa6'
917086458296569856,b'@Spectrum .@spectrum On Autopsy: #B12 deficiency in Brains of Patients with Autism and Schizophrenia. Why? \nNB: B12\xe2\x80\xa6 https://t.co/HGwFzJxS1l'
917079909284982784,"b""@mkitrbl suicide is suicide and people who have suicidal ideation needs help. please don't dismiss it."""
917078257324953601,b'Using suicide as a hold over others is abusive. Not only are you invalidating the experience of those of us who live with suicidal ideation.'
917012231962939393,b'https://t.co/mBwz5mYBIU Professional counseling critical for individuals who exhibit suicide warning signs or express suicide ideation.'
916976946013196288,"b""me after learning what suicide ideation feels like and living through the past two years: no actually, i don't actually think i need this?"""
916926078521958400,b'RT @kaleparty: TRIGGER FUCKING WARNING\n\nthread\nTreating any expression of suicide ideation as an immediate emergency is a good impulse obvi\xe2\x80\xa6'
916859475507769344,"b'RT @NAMICommunicate: Suicide is never the result of one cause, rather a combination of risk factors coming together. #SuicidePrevention htt\xe2\x80\xa6'"
916838272931856384,"b'RT @checayy: cw: ED, suicide ideation ----------------\nthese were all vent sketches, sorry for lack of coherency, again insp from https://t\xe2\x80\xa6'"
916838195815469056,"b""RT @checayy: cw: suicide ideation-------\nTHIS IS OLD, I SWEAR ILL DRAW SOMETHING HAPPY FOR KOMAEDA'S BDAY LATER https://t.co/3DmlxKtoRE"""
916810798411997186,"b""@Optimalgeekery I talk very openly about suicide and autism\n\nI've lived with suicidal ideation for over 35 years"""
916799416778051584,"b'RT @cspyyc: Good health practices, such as healthy eating and daily exercise help protect seniors from suicide ideation https://t.co/NPKEwH\xe2\x80\xa6'"
916794479893405696,"b'RT @cspyyc: Good health practices, such as healthy eating and daily exercise help protect seniors from suicide ideation https://t.co/NPKEwH\xe2\x80\xa6'"
916786760990019585,"b'Good health practices, such as healthy eating and daily exercise help protect seniors from suicide ideation\xe2\x80\xa6 https://t.co/3zoQYkfM55'"
916755573244174336,"b'Ayup. And my abusive biological family tried to cut me off from the internet because of this theory, and, well, cue\xe2\x80\xa6 https://t.co/A641ojSYdJ'"
916742567063990272,"b'Wait why is a paper on mental health &amp; suicide ideation among Aboriginals in Canada placed in an ASC session about ""immigration and crime""?'"
916711498218696704,"b""Abuse, mental illness, suicide / suicidal ideation- it leaves you feeling like tomorrow isn't for you. That your story ends here"""
916711427519537153,b'RT @DailyJulianne: 85. I\xe2\x80\x99d love more books that show suicidal ideation without actual desire to commit suicide because it MESSED WITH MY HE\xe2\x80\xa6'
916569744689549312,b'TRIGGER FUCKING WARNING\n\nthread\nTreating any expression of suicide ideation as an immediate emergency is a good imp\xe2\x80\xa6 https://t.co/L51BejZ4UE'
916555030857105408,b'@ThomasWictor @Debradelai @funkychicken @PlaysTrumpCard @CredoinDeum7 @ChristiChat @drawandstrike Stevie Nicks wrot\xe2\x80\xa6 https://t.co/SPPs7fd7c3'
916521373136125952,"b'RT @NAMICommunicate: Suicide is never the result of one cause, rather a combination of risk factors coming together. #SuicidePrevention htt\xe2\x80\xa6'"
916491966623485952,b'85. I\xe2\x80\x99d love more books that show suicidal ideation without actual desire to commit suicide because it MESSED WITH MY HEAD SO MUCH.'
916452704272166912,"b'RT @NAMICommunicate: Suicide is never the result of one cause, rather a combination of risk factors coming together. #SuicidePrevention htt\xe2\x80\xa6'"
916423371105193984,"b'RT @NAMICommunicate: Suicide is never the result of one cause, rather a combination of risk factors coming together. #SuicidePrevention htt\xe2\x80\xa6'"
916400073453400065,"b'@ashanism After the show came out, the search for \xe2\x80\x9chow to commit suicide\xe2\x80\x9d heightened significantly. While it increa\xe2\x80\xa6 https://t.co/3h6ygJCUn4'"
916390927253549059,"b'RT @BrettAScudder: Our @SISFI @SuicideInstitute ""Process of #Suicide: Ideation to Completion"" #addiction #depression #EmotionalPain signs,\xe2\x80\xa6'"
916390429410549762,"b""RT @EarthwindHealer: September is #SuicidePrevention Month and I'm leading an effort to communicate Suicide Ideation practices to those who\xe2\x80\xa6"""
916355823319707648,b'Okay. Nope. I need help.\nI think I need to have my dosage upped.\nDem suicide ideation are not welcome house guests.'
916342785468485633,"b""CW suicide // if i got pregnant and couldn't have an abortion i'd kill myself. this isn't suicidal ideation, this is my terror/dysphoria"""
916340011347447808,"b'RT @NAMICommunicate: Suicide is never the result of one cause, rather a combination of risk factors coming together. #SuicidePrevention htt\xe2\x80\xa6'"
916339891746889730,"b'A new app, Spreading Activation Mobile, may be a helpful new tool in predicting suicide ideation in students. https://t.co/43qfWrZgby'"
916327912168714240,"b""@AlanzosBlog @GrowingupinSCN Yes, refusing to provide the much needed help people with suicidal ideation's need, will drive them to suicide."""
916305405982240768,b'RT @AMcD0nald: #ITT | TW suicide ideation https://t.co/DL5E5eCmRG'
916295077559001088,"b""Update: now word is spreading that she's a bitch. Exactly what my possibly-bipolar, definitely-dealing-with-suicide\xe2\x80\xa6 https://t.co/5KF02ECail"""
916218232482213888,"b'gotta get that suicide ideation, delusional/paranoid thinking &amp; dissociation outta my system'"
916212731258245120,"b'Non-Suicidal Self-Injury, Suicidal Ideation &amp; #Suicide Attempt: Predictors in Youth Offenders: UK\xe2\x80\xa6 https://t.co/J9v6tbNaMo'"
916212729215639553,"b'Non-Suicidal Self-Injury, Suicidal Ideation &amp; #Suicide Attempt: Predictors in Youth Offenders: UK\xe2\x80\xa6 https://t.co/vEVgghGZNL'"
916212713575059456,"b'Non-Suicidal Self-Injury, Suicidal Ideation &amp; #Suicide Attempt: Predictors in Youth Offenders: UK\xe2\x80\xa6 https://t.co/d73FquUXoF'"
916111924563234822,"b""@CNN It's been reported that the shooter was prescribed or taking diazepam. There are uncommon, but possible side e\xe2\x80\xa6 https://t.co/cg7zh7tx14"""
916111786478325760,"b""@AC360 It's been reported that the shooter was prescribed or taking diazepam. There are uncommon, but possible side\xe2\x80\xa6 https://t.co/aiTnOCA5nk"""
916100551124774912,b'RT @_tapsilog: @padillabela @drunksoba Your movie does not follow the media ethics of portraying suicide and could exacerbate suicidal idea\xe2\x80\xa6'
916099070984417291,"b'RT @NAMICommunicate: Suicide is never the result of one cause, rather a combination of risk factors coming together. #SuicidePrevention htt\xe2\x80\xa6'"
916078499584192512,b'Self harm &amp; suicide ideation: I used to cut my wrists for almost a decade. Still struggle w. suicide. #MentalHealthAwarenessWeek'
916076584414494720,"b""@chickiesinger @stonertabby @seph_lawless Valium rarely induces violent thoughts. If it does, it's suicide ideation\xe2\x80\xa6 https://t.co/zGfbxlTY6c"""
916063085651259394,b'RT @_tapsilog: @padillabela @drunksoba Your movie does not follow the media ethics of portraying suicide and could exacerbate suicidal idea\xe2\x80\xa6'
916055433667858433,b'Factors assoc w lifetime suicidal ideation &amp; #suicide attempts in outpatients w substance use disorders [a] https://t.co/qmLb0tn9Fv #SUD'
916055433667858432,b'Factors assoc w lifetime suicidal ideation &amp; #suicide attempts in outpatients w substance use disorders [a] https://t.co/WWPMZZqlLg #SUD'
